target_id	length	eff_length	est_counts	tpm
AAC73267	345	246	1317	331.821
AAC73268	624	525	643	75.9109
AAC73269	801	702	238	21.0132
AAC73270	699	600	1696	175.197
AAC73271	1518	1419	558	24.3727
AAC73272	1425	1326	1557	72.7776
AAC73273	1158	1059	262	15.3341
AAC73274	387	288	420	90.3877
AAC73275	813	714	178	15.4516
AAC73277	825	726	3105	265.08
AAC73278	2673	2574	812	19.5524
AAC73279	795	696	4009	357.009
AAC73280	726	627	21342	2109.7
AAC73281	852	753	23745	1954.47
AAC73282	726	627	1071	105.87
AAC73283	558	459	4413	595.901
AAC73284	1197	1098	819	46.2311
AAC73285	762	663	3007	281.108
AAC73286	858	759	2217	181.041
AAC73287	1353	1254	3661	180.948
AAC73288	2433	2334	9802	260.295
AAC73289	486	387	8301	1329.45
AAC73290	1026	927	5264	351.956
AAC73291	456	357	3442	597.579
AAC73292	789	690	3572	320.86
AAC73293	1149	1050	3116	183.933
AAC73294	597	498	2047	254.766
AAC73295	3483	3384	6894	126.268
AAC73296	960	861	7574	545.224
AAC73297	2142	2043	557	16.8982
AAC73298	390	291	215	45.7929
AAC73299	1299	1200	730	37.7046
AAC73300	255	156	364	144.62
AAT48124	201	102	195	118.491
AAC73301	546	447	359	49.7782
AAC73302	423	324	725	138.69
AAC73303	711	612	517	52.359
AAC73304	825	726	222	18.9526
AAC73305	1719	1620	6416	245.472
AAC73306	708	609	811	82.5384
AAC73307	405	306	872	176.623
AAC73308	816	717	3065	264.95
AAC73309	654	555	708	79.0666
AAC73310	1032	933	582	38.6629
AAC73311	576	477	946	122.921
AAC73312	804	705	190	16.7039
AAC73313	915	816	169	12.8366
AAC73314	801	702	539	47.5887
AAC73315	624	525	274	32.3477
AAC73316	1359	1260	5593	275.123
AAC73317	756	657	232	21.8864
AAC73318	723	624	653	64.8606
AAC73319	468	369	423	71.0504
AAC73320	732	633	579	56.6927
AAC73321	786	687	118	10.6458
ABP93434	480	381	20	3.25355
AAC73323	771	672	545	50.2666
AAC73324	474	375	585	96.689
AAC73325	2445	2346	574	15.1648
AAC73326	579	480	1116	144.104
AAC73327	768	669	720	66.7051
AAC73328	741	642	1822	175.9
AAC73329	279	180	473	162.87
AAC73330	261	162	756	289.241
AAC73331	750	651	38	3.61789
AAC73332	498	399	52	8.07761
AAC73335	1056	957	260	16.8389
AAC73336	294	195	24	7.62833
AAC73337	399	300	90	18.594
AAC73338	453	354	32	5.60273
AAC73341	1458	1359	3881	177.001
AAC73342	459	360	930	160.115
AAC73343	1245	1146	1178	63.7108
AAC73345	1056	957	260	16.8389
AAC73346	1104	1005	1014	62.5352
AAC73347	1254	1155	1156	62.0338
AAC73348	342	243	128	32.648
AAC73349	318	219	95	26.8864
ABD18634	222	123	11	5.54294
AAC73350	477	378	109	17.8726
AAC73351	459	360	291	50.1006
AAC73352	240	141	59	25.935
AAC73353	468	369	207	34.7694
AAC73354	444	345	65	11.6774
AAC73355	822	723	128	10.973
AAC73356	864	765	105	8.50708
AAC73357	894	795	73	5.69126
AAC73359	1152	1053	485.931	28.6021
AAC73362	1017	918	2088.07	140.98
AAC73363	1404	1305	47	2.23224
AAC73364	933	834	231	17.1672
AAC73365	1047	948	46	3.00748
AAC73367	504	405	154.569	23.6548
AAC73368	276	177	88.0663	30.8382
AAC73370	1155	1056	27	1.58472
AAC73371	909	810	5330	407.845
AAC73372	1968	1869	38049	1261.79
AAC73373	1383	1284	1469	70.9103
AAC73374	1611	1512	836	34.2694
AAC73375	759	660	419	39.348
AAC73376	1005	906	255	17.4447
AAC73377	504	405	154.569	23.6548
AAC73378	276	177	88.0663	30.8382
AAC73380	627	528	117	13.7342
AAC73381	699	600	65	6.71452
AAC73382	855	756	0	0
AAC73383	441	342	400	72.4914
AAC73384	1401	1302	451	21.4693
AAC73386	957	858	87	6.2847
AAC73387	2199	2100	102	3.01046
AAC73388	957	858	25	1.80595
AAC73389	690	591	44	4.61443
AAC73390	615	516	235	28.2274
AAC73391	330	231	50	13.4156
AAC73392	711	612	37	3.74717
AAC73393	1644	1545	263	10.5507
AAC73394	2526	2427	118	3.01346
AAC73395	669	570	0	0
AAC73396	588	489	50	6.33744
AAC73397	591	492	0	0
AAC73398	228	129	43	20.66
ABD18636	141	42.0007	0	0
AAC73399	264	165	0	0
ACO59990	102	9.46048	8	52.4118
AAC73401	300	201	52.8	16.2814
AAC73402	867	768	84	6.77908
AAC73404	594	495	12	1.50255
AAC73406	237	138	0	0
AAC73407	1326	1227	56	2.82876
AAC73408	855	756	0	0
AAC73409	720	621	49	4.89054
AAC73410	1428	1329	151	7.04214
AAC73411	696	597	90	9.34374
AAC73413	669	570	0	0
AAC73414	1671	1572	207	8.16151
AAC73415	1473	1374	283	12.7659
AAC73416	588	489	129	16.3506
AAC73417	2034	1935	519	16.6241
AAC73418	1089	990	44	2.75467
AAC73419	933	834	116	8.62074
AAC73420	498	399	40	6.21355
AAC73421	606	507	28	3.42297
AAC73422	864	765	0	0
AAC73423	1548	1449	0	0
AAC73424	1419	1320	0	0
AAC73426	951	852	0	0
AAC73427	1383	1284	0	0
AAC73428	1050	951	0	0
AAC73429	816	717	0	0
AAC73430	246	147	0	0
AAC73431	672	573	0	0
AAC73432	276	177	0	0
AAC73433	1587	1488	0	0
AAC73434	891	792	0	0
AAC73436	1170	1071	0	0
AAC73437	1452	1353	0	0
AAC73438	1887	1788	0	0
AAC73439	1260	1161	0	0
AAC73440	1284	1185	0	0
AAC73441	900	801	0	0
AAC73442	660	561	0	0
AAC73443	471	372	0	0
AAC73444	1155	1056	63	3.69768
AAC73445	612	513	412	49.7774
AAC73446	1254	1155	376	20.1771
AAC73447	3075	2976	1370	28.5325
AAC73448	1083	984	9793	616.841
AAC73449	834	735	208	17.54
AAC73450	1665	1566	38	1.50399
AAC73451	945	846	42	3.07703
AAC73452	867	768	96	7.74752
AAC73453	810	711	18	1.56912
AAC73454	951	852	0	0
AAC73455	1014	915	0	0
AAC73456	1212	1113	0	0
AAC73457	540	441	381	53.5475
AAC73458	834	735	465	39.2119
AAC73459	1110	1011	1830	112.19
AAC73460	276	177	752	263.328
AAC73461	774	675	0	0
AAC73463	366	267	561.167	130.267
AAC73464	906	807	1036.77	79.6275
AAC73466	1197	1098	128	7.22537
AAC73467	558	459	0	0
AAC73468	963	864	12	0.860835
AAC73469	768	669	0	0
AAC73470	828	729	11	0.935229
AAC73471	852	753	114	9.38345
AAC73472	975	876	2033	143.842
AAC73475	867	768	84	6.77908
AAC73476	300	201	52.8	16.2814
AAC73478	624	525	0	0
AAC73479	1158	1059	87	5.09185
AAC73480	1221	1122	100	5.52408
AAC73481	1095	996	256	15.9306
AAC73482	309	210	34	10.0349
AAC73483	213	114	220	119.611
AAC73484	1095	996	1066	66.3362
AAC73485	261	162	90	34.4334
AAC73486	1416	1317	130	6.11801
AAC73487	321	222	88	24.5687
AAC73488	1116	1017	148	9.01973
AAC73489	810	711	599	52.2167
AAC73490	459	360	321	55.2656
AAC73491	525	426	959	139.528
AAC73492	192	93	543	361.884
AAC73493	678	579	140	14.9866
AAC73494	285	186	1368	455.854
AAC73496	912	813	393	29.9609
AAC73497	909	810	55	4.20853
AAC73499	1185	1086	182	10.3871
AAC73500	3147	3048	941	19.1349
AAC73501	1203	1104	273	15.3266
AAC73502	690	591	254	26.6378
AAC73503	1296	1197	279	14.4465
AAC73504	1320	1221	687	34.8734
AAC73505	1374	1275	1055	51.2855
AAC73506	1815	1716	1221	44.1013
AAC73507	582	483	553	70.9628
AAC73508	1071	972	1258	80.2171
AAC73509	1128	1029	4308	259.485
AAC73510	333	234	3586	949.833
AAC73511	1848	1749	9934	352.036
AAC73512	972	873	4018	285.265
AAC73513	348	249	794	197.64
AAC73514	885	786	740	58.3528
AAC73515	540	441	83	11.6652
AAC73516	450	351	987	174.286
AAC73517	1104	1005	1287	79.3716
AAC73518	471	372	2437	406.037
AAC73519	420	321	5532	1068.14
AAC73520	978	879	326	22.9869
AAC73521	519	420	994	146.686
AAC73522	975	876	1006	71.1781
AAC73523	1863	1764	2084	73.2237
AAC73524	900	801	1307	101.134
AAC73525	243	144	377	162.267
AAC73526	1449	1350	3556	163.26
AAC73527	591	492	361	45.4773
AAC73528	912	813	205	15.6285
AAC73529	492	393	832	131.215
AAC73530	1365	1266	476	23.3038
AAC73531	891	792	8666	678.182
AAC73532	330	231	1863	499.866
AAC73533	615	516	2942	353.383
AAC73534	1992	1893	15603	510.87
AAC73535	948	849	9546	696.893
AAC73536	1476	1377	1410	63.4655
AAC73537	579	480	1214	156.758
AAC73538	318	219	630	178.299
AAC73539	1299	1200	20410	1054.18
AAC73540	624	525	1912	225.726
AAC73541	1275	1176	8486	447.248
AAC73542	2355	2256	2937	80.6896
AAC73543	273	174	16039	5713.22
AAC73544	1872	1773	5046	176.397
AAC73545	372	273	153	34.7361
AAC73546	399	300	51	10.5366
AAC73547	696	597	605	62.8107
AAC73548	1701	1602	127	4.91353
AAC73549	819	720	177	15.2368
AAC73550	459	360	435	74.8927
AAC73551	1773	1674	466	17.2537
AAC73552	1782	1683	394	14.5099
AAC73553	339	240	0	0
AAC73554	1287	1188	293	15.2863
AAC73555	861	762	595	48.3966
AAC73556	573	474	708	92.5779
AAC73557	390	291	161	34.2914
AAC73558	354	255	322	78.2651
AAC73559	1551	1452	418	17.8428
AAC73560	471	372	283	47.1516
AAC73561	552	453	897	122.729
AAC73562	219	120	1109	572.8
AAC73563	375	276	1826	410.057
AAC73564	3150	3051	2330	47.3332
AAC73565	1194	1095	734	41.5465
AAC73566	648	549	446	50.3518
AAC73567	3363	3264	2169	41.1872
AAC73568	162	63	156	153.475
AAC73569	528	429	231	33.3739
AAC73570	378	279	469	104.189
AAC73571	552	453	1576	215.631
AAC73572	1932	1833	3846	130.047
AAC73573	330	231	4309	1156.16
AAC73574	606	507	3819	466.868
AAC73575	1875	1776	1738	60.654
AAC73576	645	546	2610	296.279
AAC73577	963	864	363	26.0403
AAC73578	960	861	77	5.54294
AAC73579	1305	1206	2117	108.799
AAC73580	1677	1578	1343	52.7499
AAC73581	1221	1122	258	14.2521
AAC73582	1653	1554	399	15.9138
AAC73583	480	381	215	34.9757
AAC73584	795	696	475	42.2997
AAC73585	342	243	821	209.406
AAC73586	2505	2406	1098	28.2852
AAC73587	933	834	31	2.30382
AAC73588	1293	1194	35	1.81684
AAC73589	408	309	327	65.5906
AAC73590	459	360	292	50.2728
AAC73591	918	819	566	42.8337
AAC73592	678	579	176	18.8403
AAC73593	780	681	163	14.8352
AAC73594	855	756	1246	102.152
AAC73595	810	711	467	40.7099
AAC73596	627	528	547	64.2105
AAC73597	687	588	347	36.5767
AAC73598	2415	2316	717	19.1882
AAC73599	4281	4182	520	7.70676
AAC73600	369	270	52	11.9369
AAC73605	1095	996	194	12.0724
AAC73606	927	828	0	0
AAC73607	483	384	22	3.55095
AAC73608	816	717	1570	135.717
AAC73609	1782	1683	81	2.983
AAC73610	777	678	56	5.1193
AAC73611	879	780	0	0
AAC73613	1455	1356	0	0
AAC73614	1362	1263	55	2.69906
AAC73615	1302	1203	0	0
AAC73616	1146	1047	92	5.4462
AAC73617	786	687	172	15.5176
AAC73618	1236	1137	82	4.46998
AAC73619	1050	951	0	0
AAC73620	1668	1569	14	0.553041
ABD18638	1260	1161	5	0.266926
AAC73622	816	717	53	4.58152
AAC73623	894	795	54	4.20997
AAC73624	1068	969	565	36.1391
AAC73625	510	411	242	36.4944
AAC73626	723	624	415	41.2208
AAC73627	495	396	2036	318.666
AAC73628	1386	1287	918	44.2096
AAC73629	522	423	319	46.7415
AAC73630	213	114	540	293.59
AAC73631	867	768	1534	123.799
AAC73632	543	444	0	0
AAC73633	693	594	18	1.87819
AAC73634	2604	2505	42	1.03919
AAC73635	984	885	44	3.0815
AAC73636	516	417	16	2.37814
AAC73637	633	534	48	5.57125
AAC73638	1164	1065	1552.78	90.3678
AAC73641	300	201	52.8	16.2814
AAC73642	867	768	84	6.77908
AAC73644	333	234	191	50.5906
AAC73645	1527	1428	1	0.0434035
AAC73646	552	453	41	5.60968
AAC73647	798	699	267	23.6748
ABP93435	102	9.46048	11	72.0663
AAC73648	456	357	0	0
AAC73649	171	72	0	0
AAC73650	291	192	0	0
AAC73651	363	264	0	0
ABD18639	141	42.0007	0	0
AAC73652	384	285	0	0
AAC73653	1017	918	2088.07	140.98
AAC73655	216	117	18	9.53541
AAC73656	498	399	88	13.6698
AAC73657	462	363	446.962	76.3161
ABD18640	183	84	17.5583	12.9556
AAC73658	294	195	706	224.4
AAC73659	411	312	19	3.77443
AAC73660	207	108	24	13.7734
ABP93436	195	96	50.853	32.832
AAC73661	546	447	62.6671	8.6893
AAC73665	750	651	125	11.9009
AAC73666	954	855	16794	1217.42
AAC73667	762	663	58	5.42209
AAC73668	891	792	134	10.4865
AAC73669	2973	2874	407	8.77729
AAC73670	2238	2139	93	2.69479
AAC73671	1443	1344	407	18.7693
AAC73672	684	585	166	17.5875
AAC73673	1374	1275	48	2.33337
AAC73674	333	234	24	6.35694
AAC73675	1224	1125	38	2.09355
AAC73676	3144	3045	218	4.43733
AAC73677	1377	1278	1360	65.957
AAC73678	1248	1149	697	37.5981
AAC73679	654	555	3936	439.557
AAC73680	369	270	344	78.9673
AAC73681	249	150	316	130.572
AAC73682	1119	1020	391	23.7591
AAT48125	153	54	7	8.03446
AAC73683	1113	1014	653.667	39.955
AAC73684	621	522	6	0.712415
AAC73685	2241	2142	213	6.16329
AAC73686	1203	1104	0	0
ABD18641	219	120	0	0
AAC73687	3882	3783	180	2.9491
AAC73688	1134	1035	208	12.4559
AAC73689	816	717	1014	87.6539
AAC73690	993	894	793	54.9779
AAC73691	1005	906	1555	106.379
AAC73692	1251	1152	1699	91.41
AAC73693	957	858	1339	96.7266
AAC73694	1176	1077	4934	283.946
AAC73695	1611	1512	7767	318.386
AAC73696	858	759	4774	389.846
AAC73697	747	648	3225	308.466
AAC73698	414	315	6544	1287.61
AAC73699	2106	2007	7414	228.959
ABD18642	198	99	708	443.252
AAC73700	1089	990	1229	76.943
AAC73701	1161	1062	209	12.1976
AAC73702	630	531	133	15.5242
AAC73703	1221	1122	28	1.54674
AAC73704	903	804	197	15.1867
AAC73705	747	648	1515	144.907
AAC73706	564	465	16565	2207.96
AAC73707	1566	1467	5016	211.924
AAC73708	429	330	701	131.661
AAC73709	1239	1140	417	22.6717
AAC73711	411	312	875	173.823
AAC73712	807	708	567	49.6366
AAC73713	1464	1365	150	6.81101
AAC73714	879	780	78	6.19801
AAC73715	552	453	13	1.77868
AAC73716	1533	1434	0	0
AAC73717	909	810	25	1.91297
AAC73718	297	198	6	1.87819
AAC73719	1059	960	99	6.3917
AAC73720	1659	1560	219	8.70106
AAC73721	681	582	102	10.8625
AAC73722	1386	1287	170	8.18697
AAC73723	561	462	30	4.02468
AAC73724	210	111	72913	40713.1
AAC73725	384	285	154	33.491
AAC73728	204	105	230	135.766
AAC73729	966	867	7171	512.641
AAC73730	954	855	196	14.2083
AAC73731	642	543	869	99.1911
AAC73732	264	165	726	272.713
AAC73733	1212	1113	3870	215.51
AAC73734	1089	990	4389	274.779
AAC73735	1113	1014	3688	225.427
AAC73736	1902	1803	4755	163.458
AAC73737	468	369	2698	453.177
AAC73738	318	219	2127	601.972
AAC73739	612	513	610	73.6996
AAC73740	642	543	1058	120.764
AAC73741	1032	933	2391	158.837
AAC73742	582	483	3980	510.727
AAC73743	2583	2484	14184	353.916
AAC73744	483	384	552	89.0965
AAC73745	978	879	163	11.4935
AAC73746	708	609	0	0
AAC73747	1428	1329	51	2.37847
AAC73748	555	456	25	3.39803
AAC73749	708	609	40	4.07095
AAC73750	1452	1353	170	7.7876
AAC73751	1671	1572	246	9.69918
AAC73752	936	837	2086	154.469
AAC73753	726	627	2006	198.297
AAC73754	675	576	1440	154.95
AAC73755	741	642	1060	102.335
AAC73756	909	810	6736	515.43
AAC73757	1017	918	2088.07	140.98
AAC73758	1539	1440	1432	61.6358
AAC73759	879	780	2048	162.738
AAC73760	468	369	1299	218.19
AAC73761	1041	942	1039	68.3624
AAC73762	1425	1326	2053	95.9617
AAC73763	1176	1077	891	51.2761
AAC73768	1665	1566	6370	252.116
AAC73769	753	654	879	83.3036
AAC73770	1221	1122	992	54.7988
AAC73771	1149	1050	381	22.4899
AAC73772	801	702	488	43.0859
AAC73773	1947	1848	917	30.7553
AAC73774	1665	1566	4477	177.194
AAC73775	1407	1308	74	3.50652
AAC73776	327	228	173	47.0288
AAC73777	447	348	2630	468.413
ABV59574	87	5.29969	119	1391.71
AAC73778	531	432	2344	336.3
AAC73779	294	195	595	189.119
AAC73780	765	666	563	52.3946
AAC73781	546	447	801	111.065
AAC73782	1641	1542	1968	79.1031
AAC73783	495	396	293	45.859
AAC73786	1320	1221	11	0.55838
AAC73787	2199	2100	44	1.29863
ABP93437	258	159	0	0
AAC73788	678	579	6	0.642281
AAC73789	2685	2586	205	4.91335
AAC73790	573	474	33	4.31507
AAC73791	2049	1950	2	0.0635694
AAC73792	1674	1575	0	0
ABD18643	90	5.86172	0	0
AAC73793	207	108	411	235.869
AAC73794	4194	4095	658.808	9.97144
AAC73796	327	228	0	0
AAC73798	570	471	93	12.2381
AAC73800	762	663	44	4.11331
AAC73801	510	411	81	12.2151
AAC73802	1419	1320	579	27.1867
AAC73803	1482	1383	168	7.52904
AAC73804	744	645	589	56.5989
AAC73805	657	558	462	51.3169
AAC73806	933	834	627	46.5966
AAC73807	735	636	941	91.7033
AAC73808	792	693	226	20.2129
AAC73809	1047	948	105	6.86489
AAC73810	1062	963	8	0.514892
AAC73811	729	630	48	4.7223
AAC73812	2448	2349	82	2.16363
AAC73813	567	468	25	3.31091
AAC73814	1284	1185	19147	1001.46
AAC73815	390	291	3861	822.355
AAC73816	348	249	2934	730.32
AAC73817	1767	1668	12144	451.251
AAC73818	717	618	5808	582.493
AAC73820	2802	2703	18400	421.914
AAC73821	1218	1119	14767	817.927
AAC73822	1167	1068	12204	708.245
AAC73823	870	771	9406	756.142
AAC73824	723	624	341	33.8706
AAC73825	1977	1878	0	0
AAC73826	2634	2535	80	1.95598
AAC73827	1569	1470	1419	59.8298
AAC73828	1140	1041	1060	63.1114
ABD18645	114	16.5041	40	150.217
AAC73829	294	195	331	105.207
AAC73830	405	306	773	156.571
AAC73831	693	594	1212	126.465
AAC73832	429	330	1486	279.098
AAC73833	1266	1167	6102	324.081
AAC73834	1293	1194	8682	450.68
AAC73835	522	423	19232	2817.97
AAC73836	792	693	4270	381.898
AAC73837	1044	945	1193	78.2458
AAC73838	720	621	567	56.5906
AAC73839	942	843	309	22.7187
AAC73840	381	282	224	49.2325
AAC73841	1053	954	5588	363.045
AAC73842	753	654	8003	758.451
AAC73843	1041	942	710	46.7154
AAC73844	1149	1050	222	13.1044
AAC73845	1047	948	323	21.1177
AAC73846	1017	918	153	10.33
AAC73847	1473	1374	910	41.0494
AAC73848	789	690	401	36.0203
AAC73849	150	51	216	262.504
AAC73850	774	675	282	25.8939
AAC73851	690	591	139	14.5774
AAC73852	1059	960	206	13.2999
AAC73853	819	720	230	19.7992
AAC73854	996	897	720	49.75
AAC73855	954	855	144	10.4388
AAC73856	1053	954	28	1.81912
AAC73857	1434	1335	0	0
AAC73858	2262	2163	140	4.01166
AAC73859	1284	1185	1455	76.1022
AAC73860	477	378	469	76.9013
AAC73861	1290	1191	2314	120.422
AAC73862	1041	942	4116	270.818
AAC73863	1155	1056	4806	282.08
AAC73864	756	657	1805	170.28
AAC73865	678	579	2065	221.052
AAC73866	2022	1923	2448	78.9014
AAC73867	909	810	715	54.7109
AAC73868	990	891	473	32.903
AAC73869	513	414	202	30.2415
AAC73870	486	387	193	30.91
AAC73871	246	147	131	55.234
AAC73872	453	354	120	21.0102
AAC73873	705	606	430	43.9793
AAC73874	714	615	0	0
AAC73875	957	858	161	11.6303
AAC73876	1242	1143	101	5.47681
AAC73877	762	663	124	11.5921
AAC73878	411	312	178	35.3605
AAC73879	1107	1008	214	13.1585
AAC73880	1134	1035	39	2.33548
AAC73881	1737	1638	231	8.74079
AAC73882	999	900	131	9.02155
AAC73883	672	573	53	5.73289
AAC73884	1365	1266	2029	99.3347
AAC73885	483	384	92	14.8494
AAC73886	2151	2052	1120	33.8293
AAC73887	963	864	321	23.0273
AAC73888	1086	987	938	58.9031
AAC73889	261	162	125	47.8242
AAC73890	267	168	128	47.223
AAC73891	678	579	211	22.5869
AAC73892	2283	2184	1755	49.8055
AAC73893	261	162	0	0
AAC73894	927	828	296	22.1572
AAC73895	2226	2127	122	3.55504
AAC73896	723	624	728	72.3102
AAC73897	660	561	691	76.3427
AAC73898	747	648	1238	118.413
AAC73899	504	405	774	118.451
AAC73900	888	789	236	18.5391
AAC73901	516	417	1140	169.442
AAC73902	1584	1485	342	14.2742
AHA50631	129	30.0513	707	1458.17
AAC73904	468	369	829	139.245
AAC73905	1119	1020	552	33.5422
AAC73906	921	822	1366	102.999
AAC73907	1593	1494	2239	92.8872
AAC73908	1266	1167	279	14.8179
AAC73909	816	717	194	16.7701
AAC73910	2433	2334	181	4.80652
AAC73911	900	801	41	3.17252
AAC73912	663	564	32	3.5166
AAC73913	750	651	250	23.8019
AAC73914	1236	1137	346	18.8612
AAC73915	966	867	246	17.5861
AAC73916	1872	1773	620	21.6738
AAC73917	1539	1440	569	24.4908
AAC73918	921	822	139	10.4808
AAC73919	912	813	133	10.1394
AAC73920	2349	2250	194	5.34407
AAC73921	1329	1230	184	9.27183
AAC73922	1326	1227	1824	92.1367
AAC73923	384	285	675	146.795
AAC73924	1116	1017	176	10.7262
AAC73925	627	528	723	84.8705
AAC73926	1203	1104	552	30.9901
AAC73927	759	660	385	36.1551
AAC73928	597	498	59	7.34303
AAC73929	1233	1134	436	23.8301
AAC73930	285	186	158	52.6498
AAC73931	816	717	185	15.9921
AAC73932	1209	1110	256	14.2945
AAC73933	537	438	179	25.3298
AAC73934	1686	1587	431	16.8327
AAC73935	378	279	3	0.666453
AAC73936	258	159	70	27.2869
AAC73937	288	189	145	47.5509
AAC73938	723	624	177	17.5809
AAC73939	903	804	337	25.9792
AAC73940	477	378	475	77.8851
AAC73941	1113	1014	386	23.594
AAC73942	1134	1035	355	21.2589
AAC73943	954	855	128	9.2789
AAC73944	846	747	317	26.3022
AAC73945	489	390	138	21.9314
AAC73946	1128	1029	232	13.9741
AAC73947	732	633	492	48.1741
AAC73948	669	570	636	69.1568
AAC73949	717	618	458	45.9335
AAC73950	732	633	895	87.6339
