target_id	length	eff_length	est_counts	tpm
AAC73218	1386	1287	377	10.9619
AAC73219	441	342	52	5.68984
AAC73220	894	795	2998	141.12
AAC73221	552	453	600	49.5651
AAC73222	855	756	1174	58.1124
AAC73223	1374	1275	1921	56.3819
AAC73224	765	666	6427	361.124
AAC73225	2664	2565	79739	1163.34
AAC73226	1893	1794	68742	1433.91
AAC73227	1425	1326	35094	990.403
AAC73228	1854	1755	402	8.57179
AAC73229	2598	2499	41103	615.503
AAC73230	363	264	2866	406.251
AAC73231	795	696	4339	233.294
AAC73232	867	768	3796	184.964
AAC73233	348	249	1610	241.963
AAC73234	1551	1452	642	16.5459
AAC73235	2391	2292	2935	47.9199
AAC73236	537	438	2800	239.225
AAC73237	663	564	9336	619.447
AAC73238	927	828	1837	83.0236
AAC73239	771	672	1573	87.5955
AAC73240	441	342	393	43.002
AAC73241	1230	1131	971	32.1277
AAC73242	381	282	3800	504.263
AAC73243	903	804	508	23.6445
AAC73244	852	753	2952	146.705
AAC73245	795	696	1581	85.0051
AAC73246	1239	1140	61	2.00238
AAC73247	597	498	14	1.05201
AAC73248	606	507	22	1.62382
AAC73249	570	471	84	6.67392
AAC73250	2598	2499	91	1.36269
AAC73251	741	642	46	2.6813
AAC73252	585	486	80	6.15994
AAC73253	480	381	1539	151.16
AAC73254	1398	1299	6629	190.968
AAC73255	927	828	631	28.5182
AAC73256	456	357	7090	743.191
AAC73257	705	606	1059	65.3952
AAC73258	531	432	365	31.6178
AAC73259	2430	2331	1640	26.3284
AAC73260	2535	2436	4941	75.9032
AAC73261	2244	2145	8803	153.577
AAC73262	798	699	328	17.5598
AAC73263	891	792	402	18.9943
AAC73264	1983	1884	1075	21.3526
AAC73265	1281	1182	2443	77.3443
AAC73266	1422	1323	877	24.8063
AAC73267	345	246	3734	568.018
AAC73268	624	525	1205	85.8915
AAC73269	801	702	666	35.5026
AAC73270	699	600	3584	223.532
AAC73271	1518	1419	1210	31.9099
AAC73272	1425	1326	5275	148.868
AAC73273	1158	1059	1252	44.2416
AAC73274	387	288	928	120.581
AAC73275	813	714	677	35.4824
AAC73277	825	726	4923	253.756
AAC73278	2673	2574	2393	34.7902
AAC73279	795	696	6227	334.805
AAC73280	726	627	47844	2855.5
AAC73281	852	753	28253	1404.08
AAC73282	726	627	4110	245.3
AAC73283	558	459	8356	681.253
AAC73284	1197	1098	1957	66.6977
AAC73285	762	663	6109	344.809
AAC73286	858	759	5090	250.957
AAC73287	1353	1254	10526	314.115
AAC73288	2433	2334	27819	446.029
AAC73289	486	387	14262	1379.09
AAC73290	1026	927	17069	689.05
AAC73291	456	357	6480	679.25
AAC73292	789	690	8319	451.175
AAC73293	1149	1050	6065	216.154
AAC73294	597	498	2501	187.935
AAC73295	3483	3384	14388	159.108
AAC73296	960	861	11243	488.654
AAC73297	2142	2043	1319	24.1601
AAC73298	390	291	600	77.158
AAC73299	1299	1200	1585	49.4277
AAC73300	255	156	835	200.302
AAT48124	201	102	335	122.904
AAC73301	546	447	814	68.1459
AAC73302	423	324	705	81.4267
AAC73303	711	612	1045	63.898
AAC73304	825	726	461	23.7622
AAC73305	1719	1620	11939	275.788
AAC73306	708	609	1479	90.8811
AAC73307	405	306	1276	156.046
AAC73308	816	717	4432	231.315
AAC73309	654	555	1733	116.85
AAC73310	1032	933	1568	62.8908
AAC73311	576	477	2136	167.574
AAC73312	804	705	522	27.7079
AAC73313	915	816	311	14.2624
AAC73314	801	702	1298	69.1927
AAC73315	624	525	447	31.8618
AAC73316	1359	1260	9570	284.226
AAC73317	756	657	490	27.9096
AAC73318	723	624	901	54.0335
AAC73319	468	369	795	80.6238
AAC73320	732	633	1477	87.3171
AAC73321	786	687	472	25.7103
ABP93434	480	381	65	6.38427
AAC73323	771	672	1038	57.803
AAC73324	474	375	986	98.3939
AAC73325	2445	2346	1221	19.4765
AAC73326	579	480	2314	180.403
AAC73327	768	669	2669	149.295
AAC73328	741	642	6143	358.07
AAC73329	279	180	540	112.265
AAC73330	261	162	973	224.761
AAC73331	750	651	109	6.26568
AAC73332	498	399	77	7.22172
AAC73335	1056	957	389	15.2111
AAC73336	294	195	107	20.5339
AAC73337	399	300	102	12.7234
AAC73338	453	354	23	2.43135
AAC73341	1458	1359	8568	235.93
AAC73342	459	360	1900	197.503
AAC73343	1245	1146	2154	70.337
AAC73345	1056	957	1133	44.3038
AAC73346	1104	1005	2089	77.7848
AAC73347	1254	1155	2802	90.7839
AAC73348	342	243	324	49.8955
AAC73349	318	219	137	23.4099
ABD18634	222	123	16	4.86785
AAC73350	477	378	83	8.21692
AAC73351	459	360	689	71.6208
AAC73352	240	141	339	89.9711
AAC73353	468	369	418	42.3909
AAC73354	444	345	45	4.88108
AAC73355	822	723	48	2.48442
AAC73356	864	765	462	22.5997
AAC73357	894	795	351	16.522
AAC73359	1152	1053	683.197	24.2795
AAC73362	1017	918	3702.79	150.942
AAC73363	1404	1305	280	8.02916
AAC73364	933	834	530	23.7811
AAC73365	1047	948	251	9.90805
AAC73367	504	405	292.559	27.0322
AAC73368	276	177	228.806	48.3745
AAC73370	1155	1056	111	3.93352
AAC73371	909	810	14520	670.817
AAC73372	1968	1869	46724	935.52
AAC73373	1383	1284	2758	80.3807
AAC73374	1611	1512	2605	64.4731
AAC73375	759	660	863	48.9316
AAC73376	1005	906	411	16.976
AAC73377	504	405	292.559	27.0322
AAC73378	276	177	228.806	48.3745
AAC73380	627	528	551	39.0517
AAC73381	699	600	113	7.04774
AAC73382	855	756	73	3.61346
AAC73383	441	342	1201	131.413
AAC73384	1401	1302	1035	29.7476
AAC73386	957	858	170	7.41454
AAC73387	2199	2100	361	6.43295
AAC73388	957	858	47	2.0499
AAC73389	690	591	63	3.98911
AAC73390	615	516	226	16.3901
AAC73391	330	231	35	5.66994
AAC73392	711	612	121	7.39872
AAC73393	1644	1545	476	11.5293
AAC73394	2526	2427	310	4.77985
AAC73395	669	570	48	3.15129
AAC73396	588	489	208	15.9176
AAC73397	591	492	0	0
AAC73398	228	129	113	32.7802
ABD18636	141	42.0007	0	0
AAC73399	264	165	53	12.0203
ACO59990	102	9.46048	26	102.845
AAC73401	300	201	111.2	20.7029
AAC73402	867	768	230.4	11.2265
AAC73404	594	495	45	3.40197
AAC73406	237	138	15	4.06757
AAC73407	1326	1227	0	0
AAC73408	855	756	79	3.91046
AAC73409	720	621	78	4.7003
AAC73410	1428	1329	89	2.50604
AAC73411	696	597	123	7.70998
AAC73413	669	570	11	0.722172
AAC73414	1671	1572	830	19.7582
AAC73415	1473	1374	772	21.0258
AAC73416	588	489	392	29.9985
AAC73417	2034	1935	1658	32.0646
AAC73418	1089	990	126	4.76275
AAC73419	933	834	346	15.525
AAC73420	498	399	0	0
AAC73421	606	507	16	1.18096
AAC73422	864	765	24	1.17401
AAC73423	1548	1449	13	0.335736
AAC73424	1419	1320	25	0.708743
AAC73426	951	852	0	0
AAC73427	1383	1284	0	0
AAC73428	1050	951	1	0.0393498
AAC73429	816	717	0	0
AAC73430	246	147	0	0
AAC73431	672	573	0	0
AAC73432	276	177	0	0
AAC73433	1587	1488	0	0
AAC73434	891	792	0	0
AAC73436	1170	1071	0	0
AAC73437	1452	1353	0	0
AAC73438	1887	1788	0	0
AAC73439	1260	1161	0	0
AAC73440	1284	1185	0	0
AAC73441	900	801	0	0
AAC73442	660	561	0	0
AAC73443	471	372	0	0
AAC73444	1155	1056	321	11.3753
AAC73445	612	513	845	61.6399
AAC73446	1254	1155	1565	50.7055
AAC73447	3075	2976	7128	89.6308
AAC73448	1083	984	24157	918.693
AAC73449	834	735	538	27.3916
AAC73450	1665	1566	52	1.24261
AAC73451	945	846	30	1.32701
AAC73452	867	768	86	4.19044
AAC73453	810	711	0	0
AAC73454	951	852	0	0
AAC73455	1014	915	0	0
AAC73456	1212	1113	76	2.55529
AAC73457	540	441	621	52.6958
AAC73458	834	735	2843	144.748
AAC73459	1110	1011	9259	342.717
AAC73460	276	177	2754	582.255
AAC73461	774	675	100	5.54394
AAC73463	366	267	872	122.216
AAC73464	906	807	1991	92.325
AAC73466	1197	1098	189.679	6.46458
AAC73467	558	459	0	0
AAC73468	963	864	23	0.996177
AAC73469	768	669	11	0.615303
AAC73470	828	729	93	4.77395
AAC73471	852	753	261	12.9708
AAC73472	975	876	2755	117.69
AAC73475	867	768	230.4	11.2265
AAC73476	300	201	111.2	20.7029
AAC73478	624	525	0	0
AAC73479	1158	1059	461	16.2902
AAC73480	1221	1122	547	18.2439
AAC73481	1095	996	898	33.7396
AAC73482	309	210	194	34.5704
AAC73483	213	114	246	80.7519
AAC73484	1095	996	2087	78.4126
AAC73485	261	162	94	21.7138
AAC73486	1416	1317	125	3.55179
AAC73487	321	222	422	71.1348
AAC73488	1116	1017	362	13.3202
AAC73489	810	711	739	38.8953
AAC73490	459	360	915	95.1133
AAC73491	525	426	1645	144.504
AAC73492	192	93	1231	495.333
AAC73493	678	579	628	40.5886
AAC73494	285	186	2507	504.387
AAC73496	912	813	774	35.6265
AAC73497	909	810	192	8.87031
AAC73499	1185	1086	499	17.1946
AAC73500	3147	3048	1784	21.9029
AAC73501	1203	1104	641	21.7276
AAC73502	690	591	382	24.1879
AAC73503	1296	1197	560	17.5072
AAC73504	1320	1221	3176	97.3391
AAC73505	1374	1275	2730	80.1263
AAC73506	1815	1716	2329	50.7896
AAC73507	582	483	1261	97.6991
AAC73508	1071	972	2250	86.6241
AAC73509	1128	1029	10766	391.527
AAC73510	333	234	5246	838.948
AAC73511	1848	1749	18281	391.14
AAC73512	972	873	7266	311.461
AAC73513	348	249	1664	250.079
AAC73514	885	786	1619	77.0809
AAC73515	540	441	592	50.2349
AAC73516	450	351	1018	108.533
AAC73517	1104	1005	2966	110.44
AAC73518	471	372	4468	449.462
AAC73519	420	321	5489	639.898
AAC73520	978	879	970	41.2958
AAC73521	519	420	2061	183.633
AAC73522	975	876	2612	111.581
AAC73523	1863	1764	4495	95.3572
AAC73524	900	801	2638	123.244
AAC73525	243	144	598	155.404
AAC73526	1449	1350	7350	203.74
AAC73527	591	492	564	42.898
AAC73528	912	813	577	26.5588
AAC73529	492	393	2262	215.389
AAC73530	1365	1266	1003	29.6476
AAC73531	891	792	13258	626.434
AAC73532	330	231	5565	901.521
AAC73533	615	516	8613	624.636
AAC73534	1992	1893	34930	690.511
AAC73535	948	849	18891	832.664
AAC73536	1476	1377	3724	101.204
AAC73537	579	480	3328	259.457
AAC73538	318	219	1066	182.153
AAC73539	1299	1200	33305	1038.61
AAC73540	624	525	3296	234.936
AAC73541	1275	1176	16649	529.79
AAC73542	2355	2256	5490	91.0659
AAC73543	273	174	10996	2364.87
AAC73544	1872	1773	8904	187.931
AAC73545	372	273	254	34.8172
AAC73546	399	300	131	16.3408
AAC73547	696	597	800	50.1462
AAC73548	1701	1602	341	7.96553
AAC73549	819	720	373	19.3865
AAC73550	459	360	674	70.0616
AAC73551	1773	1674	1236	27.6303
AAC73552	1782	1683	1221	27.149
AAC73553	339	240	32	4.98955
AAC73554	1287	1188	497	15.6553
AAC73555	861	762	1495	73.4191
AAC73556	573	474	1137	89.7645
AAC73557	390	291	131	16.8462
AAC73558	354	255	873	128.114
AAC73559	1551	1452	966	24.8962
AAC73560	471	372	1333	134.094
AAC73561	552	453	3262	269.469
AAC73562	219	120	2275	709.452
AAC73563	375	276	4713	639.015
AAC73564	3150	3051	4052	49.6992
AAC73565	1194	1095	1801	61.5492
AAC73566	648	549	616	41.9886
AAC73567	3363	3264	6517	74.7171
AAC73568	162	63	174	103.355
AAC73569	528	429	368	32.1006
AAC73570	378	279	1326	177.853
AAC73571	552	453	4230	349.434
AAC73572	1932	1833	8772	179.085
AAC73573	330	231	5141	832.834
AAC73574	606	507	6076	448.469
AAC73575	1875	1776	3718	78.341
AAC73576	645	546	3868	265.104
AAC73577	963	864	815	35.2993
AAC73578	960	861	207	8.99684
AAC73579	1305	1206	2917	90.5132
AAC73580	1677	1578	2496	59.1916
AAC73581	1221	1122	403	13.4411
AAC73582	1653	1554	819	19.7222
AAC73583	480	381	447	43.9041
AAC73584	795	696	969	52.0999
AAC73585	342	243	1312	202.046
AAC73586	2505	2406	1771	27.5452
AAC73587	933	834	110	4.93571
AAC73588	1293	1194	286	8.96364
AAC73589	408	309	541	65.5181
AAC73590	459	360	449	46.6731
AAC73591	918	819	695	31.7558
AAC73592	678	579	176	11.3751
AAC73593	780	681	440	24.1784
AAC73594	855	756	1825	90.3366
AAC73595	810	711	1376	72.4222
AAC73596	627	528	1118	79.2374
AAC73597	687	588	640	40.731
AAC73598	2415	2316	1296	20.9406
AAC73599	4281	4182	1209.6	10.8238
AAC73600	369	270	134	18.5722
AAC73605	1095	996	398	14.9536
AAC73606	927	828	0	0
AAC73607	483	384	70	6.82165
AAC73608	816	717	2826	147.494
AAC73609	1782	1683	127	2.82385
AAC73610	777	678	41	2.26296
AAC73611	879	780	52	2.49477
AAC73613	1455	1356	39	1.07629
AAC73614	1362	1263	18	0.533325
AAC73615	1302	1203	125	3.88836
AAC73616	1146	1047	113	4.03882
AAC73617	786	687	267	14.5438
AAC73618	1236	1137	72	2.36971
AAC73619	1050	951	52	2.04619
AAC73620	1668	1569	30	0.715519
ABD18638	1260	1161	74	2.38519
AAC73622	816	717	10	0.521919
AAC73623	894	795	150	7.06068
AAC73624	1068	969	1236	47.7328
AAC73625	510	411	583	53.0822
AAC73626	723	624	1520	91.1552
AAC73627	495	396	5053	477.504
AAC73628	1386	1287	2039	59.2872
AAC73629	522	423	610	53.965
AAC73630	213	114	853	280.006
AAC73631	867	768	2935	143.011
AAC73632	543	444	70	5.89981
AAC73633	693	594	18	1.13399
AAC73634	2604	2505	179	2.67404
AAC73635	984	885	24	1.01482
AAC73636	516	417	6	0.538441
AAC73637	633	534	160	11.2125
AAC73638	1164	1065	2363.39	83.0442
AAC73641	300	201	111.2	20.7029
AAC73642	867	768	230.4	11.2265
AAC73644	333	234	209	33.4236
AAC73645	1527	1428	104	2.72538
AAC73646	552	453	59	4.8739
AAC73647	798	699	395	21.1467
ABP93435	102	9.46048	0	0
AAC73648	456	357	28	2.93503
AAC73649	171	72	14	7.27643
AAC73650	291	192	18	3.50828
AAC73651	363	264	16	2.26798
ABD18639	141	42.0007	0	0
AAC73652	384	285	22	2.88869
AAC73653	1017	918	3702.79	150.942
AAC73655	216	117	40	12.7937
AAC73656	498	399	52	4.877
AAC73657	462	363	487.652	50.2719
ABD18640	183	84	0.00905951	0.00403597
AAC73658	294	195	608	116.679
AAC73659	411	312	71	8.51582
AAC73660	207	108	70	24.2548
ABP93436	195	96	0	0
AAC73661	546	447	207	17.3295
AAC73665	750	651	218	12.5314
AAC73666	954	855	14247	623.562
AAC73667	762	663	385	21.7305
AAC73668	891	792	183	8.64666
AAC73669	2973	2874	902	11.7447
AAC73670	2238	2139	346	6.05324
AAC73671	1443	1344	801	22.3026
AAC73672	684	585	148	9.46735
AAC73673	1374	1275	55	1.61427
AAC73674	333	234	44	7.03654
AAC73675	1224	1125	180	5.98746
AAC73676	3144	3045	225	2.76514
AAC73677	1377	1278	3333	97.5949
AAC73678	1248	1149	1831	59.6336
AAC73679	654	555	5444	367.069
AAC73680	369	270	858	118.918
AAC73681	249	150	725	180.871
AAC73682	1119	1020	1478	54.2247
AAT48125	153	54	8	5.54394
AAC73683	1113	1014	1280.67	47.2629
AAC73684	621	522	173	12.4022
AAC73685	2241	2142	445	7.77433
AAC73686	1203	1104	26	0.881306
ABD18641	219	120	57	17.7753
AAC73687	3882	3783	599	5.92534
AAC73688	1134	1035	394	14.2455
AAC73689	816	717	2248	117.327
AAC73690	993	894	2705	113.228
AAC73691	1005	906	2668	110.2
AAC73692	1251	1152	3318	107.782
AAC73693	957	858	2420	105.548
AAC73694	1176	1077	9829	341.52
AAC73695	1611	1512	12006	297.145
AAC73696	858	759	8518	419.97
AAC73697	747	648	6741	389.289
AAC73698	414	315	6483	770.173
AAC73699	2106	2007	18417	343.395
ABD18642	198	99	1852	700.049
AAC73700	1089	990	3242	122.546
AAC73701	1161	1062	713	25.1239
AAC73702	630	531	335	23.6087
AAC73703	1221	1122	175	5.83671
AAC73704	903	804	444	20.6657
AAC73705	747	648	2782	160.659
AAC73706	564	465	42116	3389.35
AAC73707	1566	1467	7906	201.674
AAC73708	429	330	795	90.1521
AAC73709	1239	1140	1043	34.2375
AAC73711	411	312	1785	214.095
AAC73712	807	708	778	41.1215
AAC73713	1464	1365	343	9.40338
AAC73714	879	780	110	5.27741
AAC73715	552	453	53	4.37825
AAC73716	1533	1434	92	2.40083
AAC73717	909	810	126	5.82114
AAC73718	297	198	66	12.4739
AAC73719	1059	960	95	3.70318
AAC73720	1659	1560	603	14.4649
AAC73721	681	582	245	15.7531
AAC73722	1386	1287	510	14.8291
AAC73723	561	462	200	16.1998
AAC73724	210	111	53216	17940.8
AAC73725	384	285	484	63.5511
AAC73728	204	105	561	199.938
AAC73729	966	867	12611	544.318
AAC73730	954	855	651	28.493
AAC73731	642	543	2176	149.962
AAC73732	264	165	1484	336.568
AAC73733	1212	1113	8398	282.36
AAC73734	1089	990	9340	353.048
AAC73735	1113	1014	6939	256.083
AAC73736	1902	1803	11507	238.83
AAC73737	468	369	4153	421.171
AAC73738	318	219	4200	717.675
AAC73739	612	513	1201	87.6089
AAC73740	642	543	2043	140.796
AAC73741	1032	933	6377	255.775
AAC73742	582	483	8390	650.036
AAC73743	2583	2484	33524	505.041
AAC73744	483	384	1378	134.289
AAC73745	978	879	501	21.329
AAC73746	708	609	0	0
AAC73747	1428	1329	300	8.44732
AAC73748	555	456	70	5.74455
AAC73749	708	609	84	5.1616
AAC73750	1452	1353	445	12.3079
AAC73751	1671	1572	645	15.3543
AAC73752	936	837	3638	162.652
AAC73753	726	627	2391	142.703
AAC73754	675	576	1771	115.058
AAC73755	741	642	1397	81.4299
AAC73756	909	810	10700	494.335
AAC73757	1017	918	3702.79	150.942
AAC73758	1539	1440	3678	95.5811
AAC73759	879	780	4331	207.786
AAC73760	468	369	1488	150.903
AAC73761	1041	942	2188	86.9199
AAC73762	1425	1326	4908	138.511
AAC73763	1176	1077	1457	50.6252
AAC73768	1665	1566	12170	290.818
AAC73769	753	654	1635	93.5541
AAC73770	1221	1122	1772	59.1008
AAC73771	1149	1050	1113	39.6669
AAC73772	801	702	873	46.5371
AAC73773	1947	1848	2523	51.0902
AAC73774	1665	1566	10918	260.9
AAC73775	1407	1308	360	10.2995
AAC73776	327	228	199	32.6619
AAC73777	447	348	5119	550.463
ABV59574	87	5.29969	413	2916.23
AAC73778	531	432	3091	267.755
AAC73779	294	195	1330	255.235
AAC73780	765	666	851	47.8165
AAC73781	546	447	2386	199.749
AAC73782	1641	1542	6881	166.99
AAC73783	495	396	353	33.3582
AAC73786	1320	1221	126	3.86169
AAC73787	2199	2100	130	2.31658
ABP93437	258	159	0	0
AAC73788	678	579	289	18.6785
AAC73789	2685	2586	383	5.54234
AAC73790	573	474	96	7.57906
AAC73791	2049	1950	97	1.86149
AAC73792	1674	1575	22	0.522715
ABD18643	90	5.86172	0	0
AAC73793	207	108	208	72.0713
AAC73794	4194	4095	1419.95	12.976
AAC73796	327	228	20	3.2826
AAC73798	570	471	88	6.99173
AAC73800	762	663	50.6602	2.85941
AAC73801	510	411	381	34.6901
AAC73802	1419	1320	1212	34.3599
AAC73803	1482	1383	383	10.3633
AAC73804	744	645	1119	64.9222
AAC73805	657	558	909	60.961
AAC73806	933	834	1091	48.9532
AAC73807	735	636	1314	77.3145
AAC73808	792	693	633	34.1817
AAC73809	1047	948	358	14.1318
AAC73810	1062	963	73	2.83674
AAC73811	729	630	66	3.92036
AAC73812	2448	2349	53	0.844336
AAC73813	567	468	144	11.5143
AAC73814	1284	1185	32042	1011.87
AAC73815	390	291	10776	1385.76
AAC73816	348	249	6937	1042.55
AAC73817	1767	1668	27049	606.845
AAC73818	717	618	17429	1055.37
AAC73820	2802	2703	54208	750.481
AAC73821	1218	1119	35187	1176.72
AAC73822	1167	1068	24617	862.554
AAC73823	870	771	18598	902.681
AAC73824	723	624	729	43.7185
AAC73825	1977	1878	0	0
AAC73826	2634	2535	319	4.70907
AAC73827	1569	1470	4159	105.875
AAC73828	1140	1041	3434	123.445
ABD18645	114	16.5041	220	498.83
AAC73829	294	195	667	128.001
AAC73830	405	306	2011	245.931
AAC73831	693	594	3794	239.02
AAC73832	429	330	2816	319.331
AAC73833	1266	1167	8726	279.812
AAC73834	1293	1194	18386	576.243
AAC73835	522	423	27750	2454.96
AAC73836	792	693	12277	662.951
AAC73837	1044	945	2243	88.8219
AAC73838	720	621	1348	81.2308
AAC73839	942	843	817	36.2675
AAC73840	381	282	591	78.4262
AAC73841	1053	954	10861	426.034
AAC73842	753	654	8535	488.369
AAC73843	1041	942	1311	52.0804
AAC73844	1149	1050	432	15.3963
AAC73845	1047	948	580	22.8951
AAC73846	1017	918	639	26.0484
AAC73847	1473	1374	2702	73.5904
AAC73848	789	690	598	32.4321
AAC73849	150	51	317	232.601
AAC73850	774	675	847	46.9572
AAC73851	690	591	222	14.0569
AAC73852	1059	960	668	26.0392
AAC73853	819	720	700	36.3821
AAC73854	996	897	1498	62.4945
AAC73855	954	855	178	7.7907
AAC73856	1053	954	0	0
AAC73857	1434	1335	0	0
AAC73858	2262	2163	454	7.85456
AAC73859	1284	1185	3391	107.086
AAC73860	477	378	1162	115.037
AAC73861	1290	1191	3995	125.524
AAC73862	1041	942	6388	253.768
AAC73863	1155	1056	10194	361.246
AAC73864	756	657	5132	292.31
AAC73865	678	579	3899	251.998
AAC73866	2022	1923	3984	77.5287
AAC73867	909	810	1297	59.9208
AAC73868	990	891	1726	72.4913
AAC73869	513	414	218	19.7051
AAC73870	486	387	222	21.4667
AAC73871	246	147	176	44.8041
AAC73872	453	354	522	55.181
AAC73873	705	606	1085	67.0008
AAC73874	714	615	27	1.6429
AAC73875	957	858	187	8.15599
AAC73876	1242	1143	602	19.7094
AAC73877	762	663	359	20.263
AAC73878	411	312	851	102.07
AAC73879	1107	1008	536	19.8988
AAC73880	1134	1035	207	7.48432
AAC73881	1737	1638	193	4.40926
AAC73882	999	900	193	8.02486
AAC73883	672	573	231	15.0862
AAC73884	1365	1266	4555	134.641
AAC73885	483	384	286	27.8713
AAC73886	2151	2052	1870	34.1025
AAC73887	963	864	287	12.4306
AAC73888	1086	987	1765	66.9191
AAC73889	261	162	234	54.0535
AAC73890	267	168	244	54.3504
AAC73891	678	579	662	42.786
AAC73892	2283	2184	4362	74.7404
AAC73893	261	162	19	4.38896
AAC73894	927	828	540	24.4054
AAC73895	2226	2127	545	9.58852
AAC73896	723	624	2197	131.755
AAC73897	660	561	2303	153.622
AAC73898	747	648	4980	287.592
AAC73899	504	405	1035	95.633
AAC73900	888	789	591	28.0306
AAC73901	516	417	2589	232.337
AAC73902	1584	1485	1559	39.2864
AHA50631	129	30.0513	1648	2052.18
AAC73904	468	369	2129	215.91
AAC73905	1119	1020	1750	64.2038
AAC73906	921	822	3936	179.187
AAC73907	1593	1494	4419	110.687
AAC73908	1266	1167	328	10.5178
AAC73909	816	717	706	36.8475
AAC73910	2433	2334	231	3.70368
AAC73911	900	801	55	2.56952
AAC73912	663	564	147	9.75351
AAC73913	750	651	653	37.5366
AAC73914	1236	1137	954	31.3986
AAC73915	966	867	1015	43.8096
AAC73916	1872	1773	1166	24.61
AAC73917	1539	1440	966	25.1037
AAC73918	921	822	407	18.5287
AAC73919	912	813	245	11.2771
AAC73920	2349	2250	221	3.67563
AAC73921	1329	1230	287	8.73171
AAC73922	1326	1227	2010	61.3019
AAC73923	384	285	137	17.9886
AAC73924	1116	1017	243	8.94145
AAC73925	627	528	1241	87.955
AAC73926	1203	1104	1664	56.4036
AAC73927	759	660	1032	58.5138
AAC73928	597	498	216	16.2311
AAC73929	1233	1134	836	27.5877
AAC73930	285	186	264	53.1146
AAC73931	816	717	608	31.7327
AAC73932	1209	1110	453	15.2721
AAC73933	537	438	186	15.8914
AAC73934	1686	1587	1322	31.1729
AAC73935	378	279	58	7.7794
AAC73936	258	159	0	0
AAC73937	288	189	321	63.5574
AAC73938	723	624	398	23.8683
AAC73939	903	804	1225	57.0168
AAC73940	477	378	1543	152.755
