target_id	length	eff_length	est_counts	tpm
AAC73259	2430	2331	262	15.9417
AAC73260	2535	2436	1197	69.6937
AAC73261	2244	2145	502	33.1935
AAC73262	798	699	135	27.3926
AAC73263	891	792	62	11.1031
AAC73264	1983	1884	88	6.62489
AAC73265	1281	1182	1259	151.072
AAC73266	1422	1323	408	43.7398
AAC73267	345	246	219	126.266
AAC73268	624	525	131	35.3907
AAC73269	801	702	163	32.9327
AAC73270	699	600	1009	238.516
AAC73271	1518	1419	371	37.0825
AAC73272	1425	1326	763	81.6127
AAC73273	1158	1059	257	34.4203
AAC73274	387	288	994	489.52
AAC73275	813	714	184	36.5508
AAC73277	825	726	2202	430.187
AAC73278	2673	2574	811	44.6878
AAC73279	795	696	1157	235.777
AAC73280	726	627	9784	2213.23
AAC73281	852	753	6583	1239.95
AAC73282	726	627	691	156.31
AAC73283	558	459	1430	441.876
AAC73284	1197	1098	480	62.0034
AAC73285	762	663	685	146.539
AAC73286	858	759	941	175.843
AAC73287	1353	1254	1884	213.089
AAC73288	2433	2334	3623	220.163
AAC73289	486	387	2736	1002.73
AAC73290	1026	927	1940	296.824
AAC73291	456	357	1187	471.584
AAC73292	789	690	2085	428.582
AAC73293	1149	1050	969	130.891
AAC73294	597	498	474	134.998
AAC73295	3483	3384	1444	60.5221
AAC73296	960	861	1862	306.728
AAC73297	2142	2043	293	20.3412
AAC73298	390	291	68	33.1431
AAC73299	1299	1200	351	41.4861
AAC73300	255	156	490	445.501
AAT48124	201	102	285	396.298
AAC73301	546	447	328	104.074
AAC73302	423	324	304	133.078
AAC73303	711	612	264	61.1828
AAC73304	825	726	51	9.96347
AAC73305	1719	1620	3651	319.649
AAC73306	708	609	410	95.4868
AAC73307	405	306	284	131.636
AAC73308	816	717	1460	288.809
AAC73309	654	555	292	74.622
AAC73310	1032	933	87	13.2256
AAC73311	576	477	727	216.169
AAC73312	804	705	132	26.5559
AAC73313	915	816	122	21.2054
AAC73314	801	702	769	155.37
AAC73315	624	525	194	52.4106
AAC73316	1359	1260	1168	131.477
AAC73317	756	657	72	15.5433
AAC73318	723	624	326	74.0986
AAC73319	468	369	286	109.93
AAC73320	732	633	310	69.46
AAC73321	786	687	84	17.342
ABP93434	480	381	54	20.1023
AAC73323	771	672	480	101.309
AAC73324	474	375	408	154.314
AAC73325	2445	2346	81	4.89704
AAC73326	579	480	841	248.503
AAC73327	768	669	480	101.764
AAC73328	741	642	910	201.04
AAC73329	279	180	206	162.32
AAC73330	261	162	200	175.102
AAC73331	750	651	1	0.217869
AAC73332	498	399	37	13.1524
AAC73335	1056	957	190	28.1591
AAC73336	294	195	0	0
AAC73337	399	300	78	36.8766
AAC73338	453	354	44	17.6289
AAC73341	1458	1359	2679	279.596
AAC73342	459	360	320	126.074
AAC73343	1245	1146	597	73.8868
AAC73345	1056	957	34	5.03899
AAC73346	1104	1005	938	132.377
AAC73347	1254	1155	1101	135.202
AAC73348	342	243	75	43.7756
AAC73349	318	219	35	22.6674
ABD18634	222	123	19	21.9091
AAC73350	477	378	29	10.8814
AAC73351	459	360	232	91.4034
AAC73352	240	141	42	42.2481
AAC73353	468	369	75	28.8278
AAC73354	444	345	20	8.2222
AAC73355	822	723	53	10.3972
AAC73356	864	765	83	15.3884
AAC73357	894	795	47	8.38509
AAC73359	1152	1053	165.904	22.3462
AAC73362	1017	918	1289.72	199.265
AAC73363	1404	1305	0	0
AAC73364	933	834	227	38.6044
AAC73365	1047	948	69	10.3233
AAC73367	504	405	48.0196	16.8167
AAC73368	276	177	31.3668	25.1347
AAC73370	1155	1056	13	1.74605
AAC73371	909	810	3802	665.739
AAC73372	1968	1869	9216	699.375
AAC73373	1383	1284	221	24.412
AAC73374	1611	1512	382	35.8334
AAC73375	759	660	124	26.6474
AAC73376	1005	906	77	12.0542
AAC73377	504	405	48.0196	16.8167
AAC73378	276	177	31.3668	25.1347
AAC73380	627	528	80	21.4898
AAC73381	699	600	50	11.8194
AAC73382	855	756	52	9.7557
AAC73383	441	342	390	161.739
AAC73384	1401	1302	489	53.269
AAC73386	957	858	101	16.6959
AAC73387	2199	2100	5	0.337697
AAC73388	957	858	47	7.7694
AAC73389	690	591	0	0
AAC73390	615	516	63	17.3168
AAC73391	330	231	0	0
AAC73392	711	612	41	9.50188
AAC73393	1644	1545	98	8.99652
AAC73394	2526	2427	86	5.0258
AAC73395	669	570	20	4.97659
AAC73396	588	489	38	11.0218
AAC73397	591	492	8	2.30623
AAC73398	228	129	196	215.498
ABD18636	141	42.0007	501	1691.83
AAC73399	264	165	1656	1423.49
ACO59990	102	9.46048	0	0
AAC73401	300	201	38.2	26.9553
AAC73402	867	768	87	16.067
AAC73404	594	495	0	0
AAC73406	237	138	0	0
AAC73407	1326	1227	0	0
AAC73408	855	756	22	4.12741
AAC73409	720	621	221	50.4751
AAC73410	1428	1329	485	51.7599
AAC73411	696	597	283	67.234
AAC73413	669	570	0	0
AAC73414	1671	1572	131	11.8194
AAC73415	1473	1374	194	20.0259
AAC73416	588	489	37	10.7317
AAC73417	2034	1935	264	19.3508
AAC73418	1089	990	36	5.15756
AAC73419	933	834	50	8.50317
AAC73420	498	399	0	0
AAC73421	606	507	40	11.19
AAC73422	864	765	0	0
AAC73423	1548	1449	42	4.1111
AAC73424	1419	1320	0	0
AAC73426	951	852	0	0
AAC73427	1383	1284	0	0
AAC73428	1050	951	0	0
AAC73429	816	717	0	0
AAC73430	246	147	0	0
AAC73431	672	573	0	0
AAC73432	276	177	0	0
AAC73433	1587	1488	0	0
AAC73434	891	792	0	0
AAC73436	1170	1071	0	0
AAC73437	1452	1353	0	0
AAC73438	1887	1788	0	0
AAC73439	1260	1161	0	0
AAC73440	1284	1185	0	0
AAC73441	900	801	0	0
AAC73442	660	561	0	0
AAC73443	471	372	0	0
AAC73444	1155	1056	19	2.55192
AAC73445	612	513	0	0
AAC73446	1254	1155	40	4.91196
AAC73447	3075	2976	16	0.762542
AAC73448	1083	984	4326	623.546
AAC73449	834	735	0	0
AAC73450	1665	1566	0	0
AAC73451	945	846	0	0
AAC73452	867	768	0	0
AAC73453	810	711	0	0
AAC73454	951	852	0	0
AAC73455	1014	915	0	0
AAC73456	1212	1113	0	0
AAC73457	540	441	236	75.9015
AAC73458	834	735	163	31.4541
AAC73459	1110	1011	619	86.8393
AAC73460	276	177	217	173.886
AAC73461	774	675	0	0
AAC73463	366	267	388.667	206.463
AAC73464	906	807	806.31	141.712
AAC73466	1197	1098	58	7.49208
AAC73467	558	459	0	0
AAC73468	963	864	0	0
AAC73469	768	669	0	0
AAC73470	828	729	0	0
AAC73471	852	753	12	2.26029
AAC73472	975	876	902	146.043
AAC73475	867	768	87	16.067
AAC73476	300	201	38.2	26.9553
AAC73478	624	525	0	0
AAC73479	1158	1059	244	32.6792
AAC73480	1221	1122	132	16.6862
AAC73481	1095	996	270	38.4487
AAC73482	309	210	2	1.35079
AAC73483	213	114	133	165.472
AAC73484	1095	996	1184	168.605
AAC73485	261	162	90	78.796
AAC73486	1416	1317	63	6.78472
AAC73487	321	222	12	7.66664
AAC73488	1116	1017	38	5.29956
AAC73489	810	711	155	30.92
AAC73490	459	360	326	128.438
AAC73491	525	426	489	162.808
AAC73492	192	93	118	179.96
AAC73493	678	579	51	12.4931
AAC73494	285	186	1347	1027.14
AAC73496	912	813	336	58.6173
AAC73497	909	810	199	34.8454
AAC73499	1185	1086	85	11.1011
AAC73500	3147	3048	135	6.28197
AAC73501	1203	1104	248	31.861
AAC73502	690	591	150	35.9982
AAC73503	1296	1197	232	27.4897
AAC73504	1320	1221	649	75.3887
AAC73505	1374	1275	458	50.9486
AAC73506	1815	1716	244	20.1674
AAC73507	582	483	45	13.2142
AAC73508	1071	972	253	36.9174
AAC73509	1128	1029	2032	280.082
AAC73510	333	234	2338	1417.12
AAC73511	1848	1749	2953	239.47
AAC73512	972	873	1180	191.71
AAC73513	348	249	532	303.033
AAC73514	885	786	2003	361.439
AAC73515	540	441	8	2.57293
AAC73516	450	351	342	138.196
AAC73517	1104	1005	712	100.483
AAC73518	471	372	768	292.816
AAC73519	420	321	3699	1634.39
AAC73520	978	879	205	33.0782
AAC73521	519	420	715	241.454
AAC73522	975	876	586	94.8791
AAC73523	1863	1764	882	70.9164
AAC73524	900	801	830	146.968
AAC73525	243	144	353	347.688
AAC73526	1449	1350	1142	119.98
AAC73527	591	492	446	128.572
AAC73528	912	813	183	31.9255
AAC73529	492	393	1004	362.342
AAC73530	1365	1266	47	5.26552
AAC73531	891	792	3122	559.094
AAC73532	330	231	755	463.566
AAC73533	615	516	1225	336.716
AAC73534	1992	1893	3952	296.103
AAC73535	948	849	2969	495.997
AAC73536	1476	1377	483	49.7497
AAC73537	579	480	941	278.052
AAC73538	318	219	611	395.707
AAC73539	1299	1200	6374	753.369
AAC73540	624	525	1962	530.05
AAC73541	1275	1176	5689	686.129
AAC73542	2355	2256	3250	204.325
AAC73543	273	174	4231	3448.82
AAC73544	1872	1773	2983	238.628
AAC73545	372	273	141	73.2543
AAC73546	399	300	69	32.6216
AAC73547	696	597	238	56.5431
AAC73548	1701	1602	179	15.8477
AAC73549	819	720	128	25.2147
AAC73550	459	360	153	60.279
AAC73551	1773	1674	375	31.7726
AAC73552	1782	1683	434	36.5749
AAC73553	339	240	1	0.59097
AAC73554	1287	1188	67	7.99899
AAC73555	861	762	442	82.2705
AAC73556	573	474	131	39.1985
AAC73557	390	291	50	24.3699
AAC73558	354	255	21	11.6804
AAC73559	1551	1452	94	9.18202
AAC73560	471	372	226	86.1673
AAC73561	552	453	190	59.4884
AAC73562	219	120	386	456.229
AAC73563	375	276	1091	560.651
AAC73564	3150	3051	1163	54.0648
AAC73565	1194	1095	468	60.619
AAC73566	648	549	54	13.9508
AAC73567	3363	3264	746	32.4165
AAC73568	162	63	118	265.655
AAC73569	528	429	86	28.4327
AAC73570	378	279	176	89.4716
AAC73571	552	453	434	135.884
AAC73572	1932	1833	1298	100.436
AAC73573	330	231	1226	752.758
AAC73574	606	507	1577	441.165
AAC73575	1875	1776	4495	358.975
AAC73576	645	546	1142	296.654
AAC73577	963	864	326	53.5156
AAC73578	960	861	69	11.3664
AAC73579	1305	1206	423	49.7474
AAC73580	1677	1578	903	81.1629
AAC73581	1221	1122	131	16.5598
AAC73582	1653	1554	480	43.8094
AAC73583	480	381	115	42.8105
AAC73584	795	696	352	71.7316
AAC73585	342	243	70	40.8572
AAC73586	2505	2406	1389	81.8811
AAC73587	933	834	0	0
AAC73588	1293	1194	34	4.03879
AAC73589	408	309	88	40.3925
AAC73590	459	360	221	87.0696
AAC73591	918	819	328	56.8024
AAC73592	678	579	82	20.0869
AAC73593	780	681	176	36.6558
AAC73594	855	756	1245	233.574
AAC73595	810	711	318	63.4358
AAC73596	627	528	360	96.7042
AAC73597	687	588	137	33.0461
AAC73598	2415	2316	412	25.2311
AAC73599	4281	4182	204.371	6.93125
AAC73600	369	270	163	85.625
AAC73605	1095	996	264	37.5943
AAC73606	927	828	0	0
AAC73607	483	384	26	9.60327
AAC73608	816	717	1256	248.455
AAC73609	1782	1683	14	1.17983
AAC73610	777	678	0	0
AAC73611	879	780	0	0
AAC73613	1455	1356	0	0
AAC73614	1362	1263	0	0
AAC73615	1302	1203	0	0
AAC73616	1146	1047	32	4.33491
AAC73617	786	687	32	6.60648
AAC73618	1236	1137	0	0
AAC73619	1050	951	0	0
AAC73620	1668	1569	20	1.80794
ABD18638	1260	1161	0	0
AAC73622	816	717	0	0
AAC73623	894	795	18	3.21131
AAC73624	1068	969	252	36.8853
AAC73625	510	411	10	3.45092
AAC73626	723	624	241	54.7784
AAC73627	495	396	1339	479.581
AAC73628	1386	1287	708	78.0246
AAC73629	522	423	44	14.7533
AAC73630	213	114	435	541.204
AAC73631	867	768	919	169.719
AAC73632	543	444	0	0
AAC73633	693	594	0	0
AAC73634	2604	2505	87	4.92593
AAC73635	984	885	11	1.76289
AAC73636	516	417	0	0
AAC73637	633	534	0	0
AAC73638	1164	1065	265	35.2918
AAC73641	300	201	38.2	26.9553
AAC73642	867	768	87	16.067
AAC73644	333	234	103	62.4307
AAC73645	1527	1428	33	3.27765
AAC73646	552	453	39	12.2108
AAC73647	798	699	142	28.813
ABP93435	102	9.46048	0	0
AAC73648	456	357	0	0
AAC73649	171	72	0	0
AAC73650	291	192	0	0
AAC73651	363	264	0	0
ABD18639	141	42.0007	0	0
AAC73652	384	285	0	0
AAC73653	1017	918	1289.72	199.265
AAC73655	216	117	6	7.27348
AAC73656	498	399	34	12.086
AAC73657	462	363	187.851	73.398
ABD18640	183	84	0.000184559	0.000311626
AAC73658	294	195	164	119.285
AAC73659	411	312	65	29.5485
AAC73660	207	108	64	84.0491
ABP93436	195	96	26	38.4131
AAC73661	546	447	0.00939292	0.00298037
AAC73665	750	651	109	23.7477
AAC73666	954	855	8124	1347.66
AAC73667	762	663	48	10.2684
AAC73668	891	792	5	0.89541
AAC73669	2973	2874	246	12.1402
AAC73670	2238	2139	74	4.90679
AAC73671	1443	1344	130	13.719
AAC73672	684	585	36	8.72818
AAC73673	1374	1275	35	3.89345
AAC73674	333	234	52	31.5184
AAC73675	1224	1125	22	2.77362
AAC73676	3144	3045	160	7.45263
AAC73677	1377	1278	435	48.2765
AAC73678	1248	1149	466	57.5232
AAC73679	654	555	2122	542.287
AAC73680	369	270	137	71.9671
AAC73681	249	150	119	112.521
AAC73682	1119	1020	197	27.3932
AAT48125	153	54	0	0
AAC73683	1113	1014	520	72.7348
AAC73684	621	522	90	24.4539
AAC73685	2241	2142	104	6.88638
AAC73686	1203	1104	34	4.36804
ABD18641	219	120	0	0
AAC73687	3882	3783	99	3.71173
AAC73688	1134	1035	0	0
AAC73689	816	717	58	11.4732
AAC73690	993	894	23	3.64894
AAC73691	1005	906	284	44.4598
AAC73692	1251	1152	47	5.78658
AAC73693	957	858	87	14.3817
AAC73694	1176	1077	30	3.95078
AAC73695	1611	1512	59	5.53448
AAC73696	858	759	57	10.6515
AAC73697	747	648	56	12.2572
AAC73698	414	315	62	27.9163
AAC73699	2106	2007	3825	270.309
ABD18642	198	99	320	458.45
AAC73700	1089	990	682	97.7071
AAC73701	1161	1062	94	12.5539
AAC73702	630	531	50	13.3553
AAC73703	1221	1122	22	2.78104
AAC73704	903	804	29	5.11586
AAC73705	747	648	443	96.9629
AAC73706	564	465	7146	2179.65
AAC73707	1566	1467	1914	185.05
AAC73708	429	330	1892	813.175
AAC73709	1239	1140	104	12.9391
AAC73711	411	312	759	345.036
AAC73712	807	708	654	131.015
AAC73713	1464	1365	131	13.6118
AAC73714	879	780	16	2.90939
AAC73715	552	453	0	0
AAC73716	1533	1434	36	3.56066
AAC73717	909	810	30	5.25307
AAC73718	297	198	0	0
AAC73719	1059	960	61	9.0123
AAC73720	1659	1560	171	15.5471
AAC73721	681	582	810	197.396
AAC73722	1386	1287	4023	443.352
AAC73723	561	462	88	27.0158
AAC73724	210	111	45207	57764.3
AAC73725	384	285	54	26.8736
AAC73728	204	105	80	108.063
AAC73729	966	867	2321	379.693
AAC73730	954	855	58	9.62141
AAC73731	642	543	877	229.074
AAC73732	264	165	908	780.511
AAC73733	1212	1113	1549	197.394
AAC73734	1089	990	1634	234.096
AAC73735	1113	1014	687	96.0939
AAC73736	1902	1803	1500	117.997
AAC73737	468	369	673	258.682
AAC73738	318	219	612	396.355
AAC73739	612	513	141	38.9833
AAC73740	642	543	367	95.8613
AAC73741	1032	933	885	134.536
AAC73742	582	483	1110	325.951
AAC73743	2583	2484	5171	295.257
AAC73744	483	384	854	315.43
AAC73745	978	879	301	48.5685
AAC73746	708	609	0	0
AAC73747	1428	1329	42	4.4823
AAC73748	555	456	0	0
AAC73749	708	609	0	0
AAC73750	1452	1353	20	2.09657
AAC73751	1671	1572	187	16.872
AAC73752	936	837	2020	342.297
AAC73753	726	627	983	222.363
AAC73754	675	576	344	84.7058
AAC73755	741	642	824	182.041
AAC73756	909	810	6739	1180.01
AAC73757	1017	918	1289.72	199.265
AAC73758	1539	1440	1014	99.874
AAC73759	879	780	1492	271.301
AAC73760	468	369	1045	401.668
AAC73761	1041	942	1464	220.428
AAC73762	1425	1326	1199	128.249
AAC73763	1176	1077	455	59.9201
AAC73768	1665	1566	1092	98.9026
AAC73769	753	654	494	107.134
AAC73770	1221	1122	597	75.4672
AAC73771	1149	1050	342	46.197
AAC73772	801	702	252	50.9144
AAC73773	1947	1848	1674	128.478
AAC73774	1665	1566	2419	219.089
AAC73775	1407	1308	30	3.25305
AAC73776	327	228	56	34.8361
AAC73777	447	348	683	278.367
ABV59574	87	5.29969	46	1231.07
AAC73778	531	432	1274	418.276
AAC73779	294	195	274	199.293
AAC73780	765	666	192	40.8888
AAC73781	546	447	613	194.505
AAC73782	1641	1542	1857	170.807
AAC73783	495	396	56	20.0572
AAC73786	1320	1221	30	3.48484
AAC73787	2199	2100	31	2.09372
ABP93437	258	159	0	0
AAC73788	678	579	9	2.20466
AAC73789	2685	2586	127	6.9655
AAC73790	573	474	68	20.3473
AAC73791	2049	1950	0	0
AAC73792	1674	1575	0	0
ABD18643	90	5.86172	0	0
AAC73793	207	108	241	316.497
AAC73794	4194	4095	329.153	11.4004
AAC73796	327	228	0	0
AAC73798	570	471	0	0
AAC73800	762	663	0	0
AAC73801	510	411	25	8.6273
AAC73802	1419	1320	176	18.9111
AAC73803	1482	1383	28	2.87153
AAC73804	744	645	443	97.4139
AAC73805	657	558	272	69.1372
AAC73806	933	834	296	50.3388
AAC73807	735	636	331	73.8155
AAC73808	792	693	150	30.6998
AAC73809	1047	948	215	32.1667
AAC73810	1062	963	54	7.95325
AAC73811	729	630	0	0
AAC73812	2448	2349	52	3.13977
AAC73813	567	468	0	0
AAC73814	1284	1185	3971	475.29
AAC73815	390	291	391	190.573
AAC73816	348	249	232	132.15
AAC73817	1767	1668	1880	159.86
AAC73818	717	618	1016	233.175
AAC73820	2802	2703	3195	167.649
AAC73821	1218	1119	3619	458.707
AAC73822	1167	1068	2512	333.599
AAC73823	870	771	2084	383.372
AAC73824	723	624	106	24.0934
AAC73825	1977	1878	0	0
AAC73826	2634	2535	2	0.1119
AAC73827	1569	1470	9063	874.443
AAC73828	1140	1041	5193	707.529
ABD18645	114	16.5041	431	3703.92
AAC73829	294	195	447	325.125
AAC73830	405	306	353	163.618
AAC73831	693	594	484	115.568
AAC73832	429	330	420	180.515
AAC73833	1266	1167	956	116.189
AAC73834	1293	1194	3964	470.876
AAC73835	522	423	8438	2829.28
AAC73836	792	693	2803	573.676
AAC73837	1044	945	147	22.0629
AAC73838	720	621	220	50.2468
AAC73839	942	843	117	19.685
AAC73840	381	282	16	8.04726
AAC73841	1053	954	2645	393.237
AAC73842	753	654	1843	399.691
AAC73843	1041	942	844	127.077
AAC73844	1149	1050	295	39.8483
AAC73845	1047	948	403	60.2939
AAC73846	1017	918	613	94.7098
AAC73847	1473	1374	347	35.8195
AAC73848	789	690	313	64.3387
AAC73849	150	51	140	389.345
AAC73850	774	675	362	76.0645
AAC73851	690	591	161	38.6381
AAC73852	1059	960	136	20.093
AAC73853	819	720	222	43.7318
AAC73854	996	897	1132	178.991
AAC73855	954	855	48	7.96255
AAC73856	1053	954	0	0
AAC73857	1434	1335	0	0
AAC73858	2262	2163	142	9.31127
AAC73859	1284	1185	307	36.7449
AAC73860	477	378	31	11.6318
AAC73861	1290	1191	361	42.9905
AAC73862	1041	942	743	111.87
AAC73863	1155	1056	789	105.972
AAC73864	756	657	276	59.5828
AAC73865	678	579	232	56.8311
AAC73866	2022	1923	681	50.2279
AAC73867	909	810	285	49.9042
AAC73868	990	891	636	101.241
AAC73869	513	414	354	121.277
AAC73870	486	387	186	68.1677
AAC73871	246	147	79	76.2231
AAC73872	453	354	211	84.5388
AAC73873	705	606	622	145.578
AAC73874	714	615	37	8.53304
AAC73875	957	858	0	0
AAC73876	1242	1143	39	4.83944
AAC73877	762	663	79	16.9001
AAC73878	411	312	216	98.192
AAC73879	1107	1008	164	23.076
AAC73880	1134	1035	127	17.4036
AAC73881	1737	1638	419	36.2808
AAC73882	999	900	201	31.676
AAC73883	672	573	68	16.8318
AAC73884	1365	1266	396	44.3648
AAC73885	483	384	25	9.23391
AAC73886	2151	2052	310	21.427
AAC73887	963	864	255	41.8604
AAC73888	1086	987	310	44.5473
AAC73889	261	162	18	15.7592
AAC73890	267	168	1	0.844243
AAC73891	678	579	117	28.6605
AAC73892	2283	2184	127	8.24761
AAC73893	261	162	11	9.63063
AAC73894	927	828	82	14.0463
AAC73895	2226	2127	83	5.53462
AAC73896	723	624	132	30.0031
AAC73897	660	561	199	50.3115
AAC73898	747	648	415	90.8343
AAC73899	504	405	443	155.141
AAC73900	888	789	80	14.381
AAC73901	516	417	2398	815.624
AAC73902	1584	1485	159	15.1861
AHA50631	129	30.0513	325	1533.9
AAC73904	468	369	289	111.083
AAC73905	1119	1020	351	48.8072
AAC73906	921	822	591	101.975
AAC73907	1593	1494	633	60.0939
AAC73908	1266	1167	47	5.71221
AAC73909	816	717	51	10.0885
AAC73910	2433	2334	167	10.1483
AAC73911	900	801	0	0
AAC73912	663	564	20	5.02953
AAC73913	750	651	322	70.1539
AAC73914	1236	1137	444	55.3859
AAC73915	966	867	239	39.0981
AAC73916	1872	1773	358	28.6386
AAC73917	1539	1440	430	42.3529
AAC73918	921	822	36	6.21166
AAC73919	912	813	55	9.59509
AAC73920	2349	2250	77	4.85384
AAC73921	1329	1230	40	4.61245
AAC73922	1326	1227	258	29.8231
AAC73923	384	285	1785	888.322
AAC73924	1116	1017	78	10.878
AAC73925	627	528	328	88.1083
AAC73926	1203	1104	541	69.5033
AAC73927	759	660	495	106.375
AAC73928	597	498	86	24.4932
AAC73929	1233	1134	266	33.2694
AAC73930	285	186	81	61.7659
AAC73931	816	717	102	20.1771
AAC73932	1209	1110	108	13.8
AAC73933	537	438	31	10.0384
AAC73934	1686	1587	317	28.3308
AAC73935	378	279	112	56.9365
AAC73936	258	159	10	8.92031
AAC73937	288	189	52	39.0228
AAC73938	723	624	94	21.3659
AAC73939	903	804	266	46.9248
AAC73940	477	378	357	133.953
AAC73941	1113	1014	28	3.91649
AAC73942	1134	1035	94	12.8814
AAC73943	954	855	17	2.82007
AAC73944	846	747	113	21.4553
AAC73945	489	390	60	21.8204
AAC73946	1128	1029	13	1.79186
AAC73947	732	633	42	9.41071
AAC73948	669	570	293	72.9071
AAC73949	717	618	155	35.573
AAC73950	732	633	427	95.6756
AAC73951	729	630	291	65.5133
AAC73952	516	417	66	22.4484
AAC73953	324	225	218	137.42
AAC73954	831	732	330	63.9411
AAC73955	1014	915	410	63.5535
AAC73956	1431	1332	278	29.6018
AAC73957	1002	903	523	82.1468
AAC73958	1719	1620	120	10.5061
AAC73959	969	870	92	14.9984
AAC73960	1653	1554	69	6.2976
AAC73961	900	801	204	36.1222
AAC73962	696	597	0	0
AAC73963	1659	1560	504	45.8229
